governor.position,governor.word,governor.tag,governor.category,governors.parent.category,conjunction.word,conjunction.tag,coordination.category,coordinations.parent.category,antecedent.category,no.conjuncts,L.conjunct,L.category,L.head.word,L.head.tag,L.head.category,L.words,L.tokens,L.syllables,L.chars,R.conjunct,R.category,R.head.word,R.head.tag,R.head.category,R.words,R.tokens,R.syllables,R.chars,sentence,sent_id,double.governor
L,Wydało,praet:sg:n:perf,formaczas,fwe,",",interp,fzd,fw,zdanie,2,", że te oczy wszystko o nim wiedzą",fzd,że,comp,spójnik,8,8,11,34,że znają każdą jego myśl,fzd,że,comp,spójnik,5,5,8,24,"Wydało mu się, że te oczy wszystko o nim wiedzą, że znają każdą jego myśl.",NKJP_1M_2004000000312/morph_12-p/morph_12.53-s,
L,podając,pcon:imperf,formaczas,fwe,i,conj,fno,fw,fwe,2,swój adres,fno,adres,subst:sg:acc:m3,formarzecz,2,2,3,10,telefon,fno,telefon,subst:sg:acc:m3,formarzecz,1,1,3,7,"Odpowiedział na ogłoszenie, podając swój adres i telefon.",NKJP_1M_2004000000312/morph_18-p/morph_18.62-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Jego uwagę przykuła anachroniczność tego ogłoszenia,zdanie,przykuła,praet:sg:f:perf,formaczas,6,6,19,51,"nikt już takich zwrotów jak ""kandydat płci męskiej"" albo ""towarzysz do rozmów i lektur"" nie używał",zdanie,używał,praet:sg:m1:imperf,formaczas,16,20,28,98,"Jego uwagę przykuła anachroniczność tego ogłoszenia, nikt już takich zwrotów jak ""kandydat płci męskiej"" albo ""towarzysz do rozmów i lektur"" nie używał.",NKJP_1M_2004000000312/morph_18-p/morph_18.28-s,
L,jak,prep:nom,przyimek,fpm,albo,conj,fno,fpm,fpm,2,"""kandydat płci męskiej""",fno,kandydat,subst:sg:nom:m1,formarzecz,3,5,6,23,"""towarzysz do rozmów i lektur""",fno,towarzysz,subst:sg:nom:m1,formarzecz,5,7,9,30,"Jego uwagę przykuła anachroniczność tego ogłoszenia, nikt już takich zwrotów jak ""kandydat płci męskiej"" albo ""towarzysz do rozmów i lektur"" nie używał.",NKJP_1M_2004000000312/morph_18-p/morph_18.28-s,
L,do,prep:gen,przyimek,fpm,i,conj,fno,fpm,fpm,2,rozmów,fno,rozmów,subst:pl:gen:f,formarzecz,1,1,2,6,lektur,fno,lektur,subst:pl:gen:f,formarzecz,1,1,2,6,"Jego uwagę przykuła anachroniczność tego ogłoszenia, nikt już takich zwrotów jak ""kandydat płci męskiej"" albo ""towarzysz do rozmów i lektur"" nie używał.",NKJP_1M_2004000000312/morph_18-p/morph_18.28-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Eliza zobaczyła przez okno swojego pokoju nieco staroświecki samochód Kirchhoffa,zdanie,zobaczyła,praet:sg:f:perf,formaczas,10,10,28,80,"pomyślała, że jego klienci muszą mu wybaczać te dziwactwa",zdanie,pomyślała,praet:sg:f:perf,formaczas,9,10,19,57,"Eliza zobaczyła przez okno swojego pokoju nieco staroświecki samochód Kirchhoffa i pomyślała, że jego klienci muszą mu wybaczać te dziwactwa.",NKJP_1M_2004000000312/morph_20-p/morph_20.22-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,"Otworzył bagażnik, wyjmując z niego czarną walizeczkę i zapakowany w papier bukiet kwiatów",zdanie,Otworzył,praet:sg:m1:perf,formaczas,13,14,31,90,po namyśle jednak kwiaty wrzucił z powrotem,zdanie,wrzucił,praet:sg:m1:perf,formaczas,7,7,14,43,"Otworzył bagażnik, wyjmując z niego czarną walizeczkę i zapakowany w papier bukiet kwiatów, po namyśle jednak kwiaty wrzucił z powrotem.",NKJP_1M_2004000000312/morph_20-p/morph_20.53-s,
L,wyjmując,pcon:imperf,formaczas,fwe,i,conj,fno,fw,fwe,2,czarną walizeczkę,fno,walizeczkę,subst:sg:acc:f,formarzecz,2,2,6,17,zapakowany w papier bukiet kwiatów,fno,bukiet,subst:sg:acc:m3,formarzecz,5,5,12,34,"Otworzył bagażnik, wyjmując z niego czarną walizeczkę i zapakowany w papier bukiet kwiatów, po namyśle jednak kwiaty wrzucił z powrotem.",NKJP_1M_2004000000312/morph_20-p/morph_20.53-s,
0,,,,,a,conj,zdanie,wypowiedzenie,,2,Warszawa kpiła z okupanta w sposób dosadny i zjadliwy,zdanie,kpiła,praet:sg:f:imperf,formaczas,9,9,20,53,"paradoksalność sytuacji polegała na tym, że częste ocieranie się o śmierć nie miało nic z jej majestatu, a trąciło nieraz farsą",zdanie,polegała,praet:sg:f:imperf,formaczas,21,23,43,127,"Warszawa kpiła z okupanta w sposób dosadny i zjadliwy, a paradoksalność sytuacji polegała na tym, że częste ocieranie się o śmierć nie miało nic z jej majestatu, a trąciło nieraz farsą.",NKJP_1M_3102000000106/morph_3-p/morph_3.54-s,
L,sposób,subst:sg:acc:m3,formarzecz,fno,i,conj,fpt,fno,fno,2,dosadny,fpt,dosadny,adj:sg:acc:m3:pos,formaprzym,1,1,3,7,zjadliwy,fpt,zjadliwy,adj:sg:acc:m3:pos,formaprzym,1,1,3,8,"Warszawa kpiła z okupanta w sposób dosadny i zjadliwy, a paradoksalność sytuacji polegała na tym, że częste ocieranie się o śmierć nie miało nic z jej majestatu, a trąciło nieraz farsą.",NKJP_1M_3102000000106/morph_3-p/morph_3.54-s,
L,że,comp,spójnik,fzd,a,conj,fwe,ff,fzd,2,nie miało nic z jej majestatu,fwe,miało,praet:sg:n:imperf,formaczas,6,6,10,29,trąciło nieraz farsą,fwe,trąciło,praet:sg:n:imperf,formaczas,3,3,7,20,"Warszawa kpiła z okupanta w sposób dosadny i zjadliwy, a paradoksalność sytuacji polegała na tym, że częste ocieranie się o śmierć nie miało nic z jej majestatu, a trąciło nieraz farsą.",NKJP_1M_3102000000106/morph_3-p/morph_3.54-s,
L,powiedzieć,inf:perf,formaczas,fwe,",",interp,zdanie,fw,fwe,2,jakkolwiek się zmienia,zdanie,zmienia,fin:sg:ter:imperf,formaczas,3,3,6,22,pozostaje zawsze ta sama,zdanie,pozostaje,fin:sg:ter:imperf,formaczas,4,4,9,24,"I o tej prawdzie można powiedzieć: jakkolwiek się zmienia, pozostaje zawsze ta sama.",NKJP_1M_3102000000106/morph_4-p/morph_4.52-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Późnym wieczorem już był na nogach,zdanie,był,praet:sg:m1:imperf,formaczas,6,6,10,34,mógł wsiąść na japoński statek płynący do USA,zdanie,mógł,praet:sg:m1:imperf:nagl,formaczas,8,8,15,45,Późnym wieczorem już był na nogach i mógł wsiąść na japoński statek płynący do USA.,NKJP_1M_3102000000216/morph_2-p/morph_2.68-s,
L,wszyscy,subst:pl:nom:m1,formarzecz,fno,"zarówno..., jak i",conj,fno,fno,fno,2,mieszkańcy Miejsca Piastowego,fno,mieszkańcy,subst:pl:nom:m1,formarzecz,3,3,9,29,krośnianie,fno,krośnianie,subst:pl:nom:m1,formarzecz,1,1,3,10,"Nawiedzony dom w Rajsach znają wszyscy, zarówno mieszkańcy Miejsca Piastowego, jak i krośnianie.",NKJP_1M_1302900018/morph_17-p/morph_17.16-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,"""Super Nowości"" również postanowiły zbadać zagadkę nawiedzonego domu",zdanie,postanowiły,praet:pl:f:perf,formaczas,8,10,24,68,"wysłały do Miejsca Piastowego swoją własną agentkę z ""Archwium X""",zdanie,wysłały,praet:pl:f:perf,formaczas,10,12,21,65,"""Super Nowości"" również postanowiły zbadać zagadkę nawiedzonego domu i wysłały do Miejsca Piastowego swoją własną agentkę z ""Archwium X"".",NKJP_1M_1302900018/morph_17-p/morph_17.76-s,
L,przestrajać,inf:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,telewizor,fno,telewizor,subst:sg:acc:m3,formarzecz,1,1,4,9,dekoder,fno,dekoder,subst:sg:acc:m3,formarzecz,1,1,3,7,"- Już po raz kolejny musiałem iść na drugi koniec miasta, aby rodzicom przestrajać telewizor i dekoder - mówi Czytelnik.",NKJP_1M_1302900018/morph_1-p/morph_1.24-s,
0,,,,,a,conj,zdanie,wypowiedzenie,,2,Ludzie starsi gubią się w technicznych problemach z tym związanych,zdanie,gubią,fin:pl:ter:imperf,formaczas,10,10,19,66,takie ciągłe zabawy ze zmianą pasma nadawania to brak szacunku dla abonentów,zdanie,to,pred,formaczas,12,12,26,76,"- Ludzie starsi gubią się w technicznych problemach z tym związanych, a takie ciągłe zabawy ze zmianą pasma nadawania to brak szacunku dla abonentów.",NKJP_1M_1302900018/morph_1-p/morph_1.50-s,
L,Ministrze,subst:sg:loc:m1,formarzecz,fno,i,conj,fno,fno,fno,2,Spraw Wewnętrznych,fno,Spraw,subst:pl:gen:f,formarzecz,2,2,4,18,Administracji,fno,Administracji,subst:sg:gen:f,formarzecz,1,1,5,13,Komisja Dyscyplinarna II Instancji przy Ministrze Spraw Wewnętrznych i Administracji uchyliła orzeczenie wydane przez komisję działającą w Urzędzie Wojewódzkim w Przemyślu.,NKJP_1M_1302900018/morph_21-p/morph_21.22-s,
L,włamali,praet:pl:m1:perf,formaczas,fwe,i,conj,fwe,fl,zdanie,2,kompletnie demolując pomieszczenia,fwe,demolując,pcon:imperf,formaczas,3,3,11,34,kradnąc trochę sprzętu,fwe,kradnąc,pcon:imperf,formaczas,3,3,6,22,"Nieznani jeszcze rabusie włamali się do schroniska sekcji drogowej PKP, kompletnie demolując pomieszczenia i kradnąc trochę sprzętu.",NKJP_1M_1302900018/morph_18-p/morph_18.32-s,
L,coś,psubst:sg:acc:n,zaimrzecz,fno,a,conj,fwe,ff,fno,2,nie jest nam konieczne do życia,fwe,jest,fin:sg:ter:imperf,formaczas,6,6,9,31,służy jedynie rozrywce,fwe,służy,fin:sg:ter:imperf,formaczas,3,3,8,22,"Na coś, co nie jest nam konieczne do życia, a służy jedynie rozrywce.",NKJP_1M_1302900018/morph_23-p/morph_23.56-s,
L,na,prep:acc,przyimek,fpm,i,conj,fno,fpm,fpm,2,nartostrady,fno,nartostrady,subst:pl:acc:f,formarzecz,1,1,4,11,wyciągi,fno,wyciągi,subst:pl:acc:m3,formarzecz,1,1,3,7,- Oni wszędzie starają się wyrwać kawałki dzikiej przyrody i zamienić na nartostrady i wyciągi.,NKJP_1M_1302900018/morph_23-p/morph_23.40-s,
L,starają,fin:pl:ter:imperf,formaczas,fwe,i,conj,fwe,fw,zdanie,2,wyrwać kawałki dzikiej przyrody,fwe,wyrwać,inf:perf,formaczas,4,4,10,31,zamienić na nartostrady i wyciągi,fwe,zamienić,inf:perf,formaczas,5,5,12,33,- Oni wszędzie starają się wyrwać kawałki dzikiej przyrody i zamienić na nartostrady i wyciągi.,NKJP_1M_1302900018/morph_23-p/morph_23.40-s,
L,o,prep:acc,przyimek,fpm,i,conj,fno,fpm,fpm,2,obniżenie funduszy strukturalnych,fno,obniżenie,ger:sg:acc:n:perf:aff,formarzecz,3,3,11,33,25-procentowy wyjściowy poziom dopłat dla rolników,fno,poziom,subst:sg:acc:m3,formarzecz,6,6,15,50,Chodzi przede wszystkim o obniżenie funduszy strukturalnych i 25-procentowy wyjściowy poziom dopłat dla rolników.,NKJP_1M_1305000000423/morph_1-p/morph_1.29-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Na początku kadencji obecnej Rady Miejskiej rozpoczęto szereg inwestycji,zdanie,rozpoczęto,imps:perf,formaczas,9,9,24,72,"okazało się, że na adaptację koszarowca zabraknie pieniędzy",zdanie,okazało,praet:sg:n:perf,formaczas,8,9,21,59,"Na początku kadencji obecnej Rady Miejskiej rozpoczęto szereg inwestycji i okazało się, że na adaptację koszarowca zabraknie pieniędzy.",NKJP_1M_1305000001788/morph_1-p/morph_1.38-s,
R,albo~też,conj~qub,spójnik,zdanie,albo~też,conj,zdanie,wypowiedzenie,wypowiedzenie,4,Łuszczyła się,zdanie,Łuszczyła,praet:sg:f:imperf,formaczas,2,2,4,13,schła z nieprawdopodobną szybkością,zdanie,schła,praet:sg:f:imperf,formaczas,4,4,11,35,"Łuszczyła się, rozmazywała, nie chciała schnąć albo też schła z nieprawdopodobną szybkością.",NKJP_1M_3102000000101/morph_5-p/morph_5.47-s,tak
0,,,,,i,conj,zdanie,wypowiedzenie,,6,Nieustannie poprawialiśmy,zdanie,poprawiali~śmy,praet:pl:m1:imperf~aglt:pl:pri:imperf:nwok,formaczas,2,3,9,25,udoskonalali,zdanie,udoskonalali,praet:pl:m1:imperf,formaczas,1,1,6,12,"Nieustannie poprawialiśmy, odkrywali nowe składniki, cedzili, oczyszczali, nastawiali i udoskonalali.",NKJP_1M_3102000000101/morph_5-p/morph_5.63-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Grajkom instrumenty wypadły z rąk,zdanie,wypadły,praet:pl:m3:perf,formaczas,5,5,11,33,gruchnęły o podłogę,zdanie,gruchnęły,praet:pl:m3:perf,formaczas,3,3,7,19,Grajkom instrumenty wypadły z rąk i gruchnęły o podłogę.,NKJP_1M_2002000202/morph_2-p/morph_2.14-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,3,Herod zaczerwienił się strasznie,zdanie,zaczerwienił,praet:sg:m1:perf,formaczas,4,4,9,32,cisza straszna zawisła nad głowami zebranych,zdanie,zawisła,praet:sg:f:perf,formaczas,6,6,14,44,"Herod zaczerwienił się strasznie, pielęgniara strasznie przygryzła wargi, cisza straszna zawisła nad głowami zebranych.",NKJP_1M_2002000202/morph_2-p/morph_2.65-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Szambelan odstawił kielich,zdanie,odstawił,praet:sg:m1:perf,formaczas,3,3,8,26,przywarł do poręczy tronu,zdanie,przywarł,praet:sg:m1:perf,formaczas,4,4,8,25,Szambelan odstawił kielich i przywarł do poręczy tronu.,NKJP_1M_2002000202/morph_2-p/morph_2.23-s,
R,zaginęli,praet:pl:m1:perf,formaczas,fwe,i,conj,fno,fw,zdanie,2,Mallory,fno,Mallory,subst:sg:nom:m1,formarzecz,1,1,3,7,Irvine,fno,Irvine,subst:sg:nom:m1,formarzecz,1,1,3,6,Mallory i Irvine zaginęli 8 czerwca 1924 roku w drodze ku najwyższemu wierzchołkowi Ziemi.,NKJP_1M_1305000001014/morph_1-p/morph_1.43-s,
L,mogli,praet:pl:m1:imperf,formaczas,fwe,i,conj,fwe,fw,zdanie,2,rzeczywiście zdobyć Mount Everest,fwe,zdobyć,inf:perf,formaczas,4,4,11,33,zginąć dopiero w drodze powrotnej,fwe,zginąć,inf:perf,formaczas,5,5,11,33,"Snuto potem przypuszczenia, że mogli rzeczywiście zdobyć Mount Everest i zginąć dopiero w drodze powrotnej.",NKJP_1M_1305000001014/morph_1-p/morph_1.60-s,
L,Ale,conj,spójnik,wypowiedzenie,",",interp,zdanie,wypowiedzenie,wypowiedzenie,2,wiesz co,zdanie,wiesz,fin:sg:sec:imperf,formaczas,2,2,2,8,mam pomysł,zdanie,mam,fin:sg:pri:imperf,formaczas,2,2,3,10,"Ale wiesz co, mam pomysł...",NKJP_1M_6203010001276/morph_2-p/morph_2.22-s,
R,są,fin:pl:ter:imperf,formaczas,fwe,",",interp,fno,fw,zdanie,2,media,fno,media,subst:pl:nom:n,formarzecz,1,1,2,5,"media publiczne, media prywatne,",fno,media,subst:pl:nom:n,formarzecz,4,6,10,32,"- Czyli pan stawia taką tezę, że w Polsce media, media publiczne, media prywatne, są z zasady apolityczne.",NKJP_1M_7121900005/morph_12-p/morph_12.60-s,
R,mają,fin:pl:ter:imperf,formaczas,fwe,albo,conj,fno,fw,zdanie,2,członkowie rządu,fno,członkowie,subst:pl:nom:m1,formarzecz,2,2,5,16,ich przedstawiciele,fno,przedstawiciele,subst:pl:nom:m1,formarzecz,2,2,6,19,"Z regulaminu Sejmu wynika, że członkowie rządu albo ich przedstawiciele mają obowiązek uczestniczenia w posiedzeniach komisji bez szczególnego zaproszenia.",NKJP_1M_7121900005/morph_1-p/morph_1.41-s,
L,wziął,praet:sg:m1:perf,formaczas,fwe,albo,conj,fno,fw,zdanie,2,prokurator generalny,fno,prokurator,subst:sg:nom:m1,formarzecz,2,2,8,20,któryś z jego zastępców,fno,któryś,adj:sg:nom:m1:pos,formaprzym,4,4,8,23,"- Prośba dotyczyła tego, żeby w dzisiejszym posiedzeniu Komisji wziął udział prokurator generalny albo któryś z jego zastępców.",NKJP_1M_7121900005/morph_1-p/morph_1.20-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,To stara blizna,zdanie,To,pred,formaczas,3,3,5,15,nie czuje jej wcale,zdanie,czuje,fin:sg:ter:imperf,formaczas,4,4,6,19,"To stara blizna, nie czuje jej wcale.",NKJP_1M_2002000000212/morph_9-p/morph_9.22-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Boguś mieszka tu,zdanie,mieszka,fin:sg:ter:imperf,formaczas,3,3,5,16,pracuje,zdanie,pracuje,fin:sg:ter:imperf,formaczas,1,1,3,7,Boguś mieszka tu i pracuje.,NKJP_1M_2002000000212/morph_9-p/morph_9.61-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,Ponownie odczuł wyrzuty sumienia,zdanie,odczuł,praet:sg:m1:perf,formaczas,4,4,11,32,nie było jednak czasu na rozmyślania,zdanie,było,praet:sg:n:imperf,formaczas,6,6,12,36,"Ponownie odczuł wyrzuty sumienia, nie było jednak czasu na rozmyślania.",NKJP_1M_2002000000212/morph_1-p/morph_1.72-s,
0,,,,,i,conj,zdanie,wypowiedzenie,,2,Jacek znowu zaczął szaleć,zdanie,zaczął,praet:sg:m1:perf,formaczas,4,4,8,25,"na ponowne wezwanie dyspozytor znowu wysłał ""Apostoła""",zdanie,wysłał,praet:sg:m1:perf,formaczas,7,9,19,54,"Jacek znowu zaczął szaleć i na ponowne wezwanie dyspozytor znowu wysłał ""Apostoła"".",NKJP_1M_2002000000212/morph_6-p/morph_6.61-s,
0,,,,,;,interp,zdanie,wypowiedzenie,,3,Usłyszeli brzęk szyb,zdanie,Usłyszeli,praet:pl:m1:perf,formaczas,3,3,6,20,mapy i papiery poleciały na podłogę,zdanie,poleciały,praet:pl:m3:perf,formaczas,6,6,14,35,"Usłyszeli brzęk szyb, dym i kurz wdarły się do pokoju; mapy i papiery poleciały na podłogę.",NKJP_1M_2002000160/morph_8-p/morph_8.72-s,
R,wdarły,praet:pl:m3:perf,formaczas,fwe,i,conj,fno,fw,zdanie,2,dym,fno,dym,subst:sg:nom:m3,formarzecz,1,1,1,3,kurz,fno,kurz,subst:sg:nom:m3,formarzecz,1,1,1,4,"Usłyszeli brzęk szyb, dym i kurz wdarły się do pokoju; mapy i papiery poleciały na podłogę.",NKJP_1M_2002000160/morph_8-p/morph_8.72-s,
R,poleciały,praet:pl:m3:perf,formaczas,fwe,i,conj,fno,fw,zdanie,2,mapy,fno,mapy,subst:pl:nom:f,formarzecz,1,1,2,4,papiery,fno,papiery,subst:pl:nom:m3,formarzecz,1,1,3,7,"Usłyszeli brzęk szyb, dym i kurz wdarły się do pokoju; mapy i papiery poleciały na podłogę.",NKJP_1M_2002000160/morph_8-p/morph_8.72-s,
0,,,,,;,interp,zdanie,wypowiedzenie,,2,W mieszkaniu Ringów zapanował nagle inny nastrój,zdanie,zapanował,praet:sg:m3:perf,formaczas,7,7,16,48,warkot motorów i głosy dobiegające z ulicy zdawały się mniej straszne i bardziej odległe,zdanie,zdawały,praet:pl:m3:imperf,formaczas,14,14,30,88,W mieszkaniu Ringów zapanował nagle inny nastrój; warkot motorów i głosy dobiegające z ulicy zdawały się mniej straszne i bardziej odległe.,NKJP_1M_2002000160/morph_4-p/morph_4.61-s,
L,zdawały,praet:pl:m3:imperf,formaczas,fwe,i,conj,fpt,fw,zdanie,2,mniej straszne,fpt,straszne,adj:pl:nom:m3:pos,formaprzym,2,2,3,14,bardziej odległe,fpt,odległe,adj:pl:nom:m3:pos,formaprzym,2,2,5,16,W mieszkaniu Ringów zapanował nagle inny nastrój; warkot motorów i głosy dobiegające z ulicy zdawały się mniej straszne i bardziej odległe.,NKJP_1M_2002000160/morph_4-p/morph_4.61-s,
R,zdawały,praet:pl:m3:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,warkot motorów,fno,warkot,subst:sg:nom:m3,formarzecz,2,2,5,14,głosy dobiegające z ulicy,fno,głosy,subst:pl:nom:m3,formarzecz,4,4,11,25,W mieszkaniu Ringów zapanował nagle inny nastrój; warkot motorów i głosy dobiegające z ulicy zdawały się mniej straszne i bardziej odległe.,NKJP_1M_2002000160/morph_4-p/morph_4.61-s,
0,,,,,;,interp,zdanie,wypowiedzenie,,2,Berta była także wzruszona,zdanie,była,praet:sg:f:imperf,formaczas,4,4,9,26,"podsunęła mężczyźnie krzesło i oświadczyła, że przyniesie coś do zjedzenia",zdanie,i,conj,spójnik,10,11,23,74,"Berta była także wzruszona; podsunęła mężczyźnie krzesło i oświadczyła, że przyniesie coś do zjedzenia.",NKJP_1M_2002000160/morph_4-p/morph_4.38-s,
L,;,interp,spójnik,zdanie,i,conj,zdanie,zdanie,zdanie,2,podsunęła mężczyźnie krzesło,zdanie,podsunęła,praet:sg:f:perf,formaczas,3,3,9,28,"oświadczyła, że przyniesie coś do zjedzenia",zdanie,oświadczyła,praet:sg:f:perf,formaczas,6,7,13,43,"Berta była także wzruszona; podsunęła mężczyźnie krzesło i oświadczyła, że przyniesie coś do zjedzenia.",NKJP_1M_2002000160/morph_4-p/morph_4.38-s,
0,,,,,",",interp,zdanie,wypowiedzenie,,2,W naszej drużynie nie ma gwiazd,zdanie,ma,fin:sg:ter:imperf,formaczas,6,6,9,31,potrzebni są ludzie nieprawdopodobnie zaangażowani w grę,zdanie,są,fin:pl:ter:imperf,formaczas,7,7,20,56,"- W naszej drużynie nie ma gwiazd, potrzebni są ludzie nieprawdopodobnie zaangażowani w grę.",NKJP_1M_1305000001665/morph_1-p/morph_1.51-s,
L,zamiast,prep:gen,przyimek,fpm,lub,conj,fno,fpm,fpm,2,renty,fno,renty,subst:sg:gen:f,formarzecz,1,1,2,5,jej części,fno,części,subst:sg:gen:f,formarzecz,2,2,3,10,Z ważnych powodów sąd może na żądanie poszkodowanego przyznać mu zamiast renty lub jej części odszkodowanie jednorazowe.,NKJP_1M_6102000001/morph_1-p/morph_1.41-s,
L,autorów,subst:pl:acc:m1,formarzecz,fno,i,conj,fpt,fno,fno,2,polskich,fpt,polskich,adj:pl:acc:m1:pos,formaprzym,1,1,2,8,radzieckich,fpt,radzieckich,adj:pl:acc:m1:pos,formaprzym,1,1,3,11,"Pod koniec br. ukaże się w Moskwie tom studiów przygotowanych przez autorów polskich i radzieckich, poświęcony polskiej literaturze rewolucyjnej.",NKJP_1M_1202900137/morph_2-p/morph_2.50-s,
L,opatrzona,ppas:sg:nom:f:perf:aff,formaprzym,fpt,oraz,conj,fno,fw,fpt,2,bibliografią,fno,bibliografią,subst:sg:inst:f,formarzecz,1,1,4,12,indeksem nazwisk i tytułów,fno,indeksem,subst:sg:inst:m3,formarzecz,4,4,9,26,Całość została opatrzona bibliografią oraz indeksem nazwisk i tytułów.,NKJP_1M_1202900137/morph_2-p/morph_2.28-s,
L,indeksem,subst:sg:inst:m3,formarzecz,fno,i,conj,fno,fw,fno,2,nazwisk,fno,nazwisk,subst:pl:gen:n,formarzecz,1,1,2,7,tytułów,fno,tytułów,subst:pl:gen:m3,formarzecz,1,1,3,7,Całość została opatrzona bibliografią oraz indeksem nazwisk i tytułów.,NKJP_1M_1202900137/morph_2-p/morph_2.28-s,
L,że,comp,spójnik,fzd,a,conj,zdanie,fzd,fzd,2,bomba wybuchła w autobusie komunikacji publicznej w dzielnicy French Hill,zdanie,wybuchła,praet:sg:f:perf,formaczas,10,10,24,73,ofiarą śmiertelną jest - samobójca zamachowiec,zdanie,jest,fin:sg:ter:imperf,formaczas,6,6,16,46,"Rzecznik izraelskiej policji podał, że bomba wybuchła w autobusie komunikacji publicznej w dzielnicy French Hill, a ofiarą śmiertelną jest zamachowiec-samobójca.",NKJP_1M_1305000001823/morph_1-p/morph_1.25-s,
0,,,,,a,conj,zdanie,wypowiedzenie,,2,Ze stara wyciekał olej i płyn chłodzący,zdanie,wyciekał,praet:sg:m3:imperf,formaczas,7,7,13,39,przyczepa miała zdemontowany hamulec awaryjny,zdanie,miała,praet:sg:f:imperf,formaczas,5,5,17,45,"Ze stara wyciekał olej i płyn chłodzący, a przyczepa miała zdemontowany hamulec awaryjny.",NKJP_1M_1305000000612/morph_1-p/morph_1.58-s,
L,wyciekał,praet:sg:m3:imperf,formaczas,fwe,i,conj,fno,fw,zdanie,2,olej,fno,olej,subst:sg:nom:m3,formarzecz,1,1,2,4,płyn chłodzący,fno,płyn,subst:sg:nom:m3,formarzecz,2,2,4,14,"Ze stara wyciekał olej i płyn chłodzący, a przyczepa miała zdemontowany hamulec awaryjny.",NKJP_1M_1305000000612/morph_1-p/morph_1.58-s,
0,,,,,a,conj,zdanie,wypowiedzenie,,2,Był bez karty jazdy,zdanie,Był,praet:sg:m1:imperf,formaczas,4,4,6,19,instruktor nie posiada uprawnień do szkolenia kierowców na tę kategorię prawa jazdy,zdanie,posiada,fin:sg:ter:imperf,formaczas,12,12,27,83,"Był bez karty jazdy, a instruktor nie posiada uprawnień do szkolenia kierowców na tę kategorię prawa jazdy.",NKJP_1M_1305000000612/morph_1-p/morph_1.27-s,
R,wątków,subst:pl:gen:m3,formarzecz,fno,i,conj,fpt,fno,fno,2,trudnych,fpt,trudnych,adj:pl:gen:m3:pos,formaprzym,1,1,2,8,skomplikowanych,fpt,skomplikowanych,adj:pl:gen:m3:pos,formaprzym,1,1,5,15,"Wracając do podstawowego pytania czy jesteśmy w stanie ogarnąć szereg trudnych i skomplikowanych wątków, które składają się na modernizację ?",NKJP_1M_6203010000837/morph_7-p/morph_7.21-s,
